Census Tract,County,Total:,Total:!!White alone,Total:!!Black or African American alone,Total:!!American Indian and Alaska Native alone,Total:!!Asian alone,Total:!!Native Hawaiian and Other Pacific Islander alone,Total:!!Some other race alone,Total:!!Two or more races:,Total:!!Two or more races:!!Two races including Some other race,"Total:!!Two or more races:!!Two races excluding Some other race, and three or more races"
4515.01,Alameda,"4,499","3,330",35,4,390,47,203,490,124,366
4515.03,Alameda,"6,442","4,725",161,37,893,31,77,518,147,371
4515.04,Alameda,"1,630",949,17,5,386,0,0,273,211,62
4515.05,Alameda,"3,608","2,911",27,23,523,20,0,104,32,72
4515.06,Alameda,"3,542","2,436",140,0,298,112,221,335,161,174
4516.01,Alameda,"5,730","4,629",7,6,578,25,133,352,78,274
4516.02,Alameda,"7,329","5,657",167,20,576,11,267,631,156,475
4517.01,Alameda,"3,091","2,424",75,5,421,22,11,133,33,100
4517.03,Alameda,"4,150","3,027",32,12,766,0,64,249,31,218
4517.04,Alameda,"4,692","3,826",0,10,426,112,44,274,87,187
9819,Alameda,47,47,0,0,0,0,0,0,0,0
9820,Alameda,26,15,5,2,0,0,0,4,4,0
9821,Alameda,"1,002",460,53,0,417,0,54,18,0,18
9832,Alameda,587,370,67,6,114,2,10,18,0,18
9900,Alameda,0,0,0,0,0,0,0,0,0,0
100,Alpine,"1,159",663,10,360,6,4,5,111,66,45
1.01,Amador,"3,533","3,074",7,19,93,10,2,328,13,315
1.02,Amador,"1,713","1,573",5,16,25,0,8,86,0,86
2.01,Amador,"2,438","2,199",8,5,16,0,37,173,32,141
2.02,Amador,"1,623","1,486",29,31,0,0,10,67,0,67
3.01,Amador,"5,066","2,869",841,115,56,2,772,411,117,294
3.03,Amador,"8,605","7,922",1,4,11,7,116,544,236,308
3.04,Amador,"4,536","3,946",7,9,23,0,224,327,94,233
4.01,Amador,"4,314","3,806",0,0,53,0,112,343,0,343
4.02,Amador,"4,358","3,697",29,41,71,0,163,357,251,106
5,Amador,"2,837","2,468",4,36,27,11,93,198,55,143
1.02,Butte,"4,016","3,101",15,8,441,0,70,381,155,226
1.03,Butte,"5,567","4,744",111,7,211,124,110,260,151,109
1.04,Butte,"5,774","4,339",168,0,368,8,475,416,303,113
2.01,Butte,"3,843","3,291",20,24,191,0,96,221,101,120
2.02,Butte,"3,817","2,889",72,77,242,0,275,262,24,238
3,Butte,"4,618","3,427",135,102,251,0,458,245,18,227
4.01,Butte,"4,883","3,494",7,0,366,144,231,641,493,148
4.03,Butte,"3,324","2,493",81,61,71,0,341,277,0,277
4.04,Butte,"3,931","3,641",26,0,95,0,107,62,40,22
5.01,Butte,"4,564","3,557",35,8,233,0,348,383,102,281
5.02,Butte,"4,895","3,205",454,54,547,0,295,340,288,52
6.01,Butte,"3,599","3,015",0,34,168,23,72,287,6,281
6.03,Butte,"3,641","2,753",102,15,172,0,249,350,12,338
6.04,Butte,"4,498","3,174",262,0,343,16,404,299,113,186
7,Butte,"4,714","4,176",8,49,5,0,57,419,219,200
8,Butte,"6,097","5,647",27,0,37,0,77,309,19,290
9.01,Butte,"3,032","2,360",42,0,217,3,90,320,0,320
9.03,Butte,"6,531","5,083",296,80,369,2,419,282,65,217
9.04,Butte,"7,076","6,430",45,0,180,169,122,130,35,95
10,Butte,"4,356","3,750",158,52,38,26,99,233,38,195
11,Butte,"4,272","3,019",0,16,187,8,788,254,0,254
12,Butte,"4,034","3,278",9,0,80,0,481,186,0,186
13,Butte,"3,563","2,521",154,108,281,0,188,311,109,202
14,Butte,"6,182","5,695",2,1,127,13,214,130,99,31
15,Butte,"6,073","5,293",204,0,279,0,125,172,0,172
16.01,Butte,"1,699","1,419",0,0,0,0,42,238,54,184
16.02,Butte,"3,310","3,088",30,0,87,0,55,50,0,50
17.02,Butte,"5,101","4,419",0,119,48,0,28,487,52,435
17.03,Butte,"2,712","2,497",0,21,25,0,91,78,0,78
17.04,Butte,"3,967","3,438",0,49,0,0,0,480,0,480
18,Butte,"3,900","3,523",46,4,38,0,4,285,46,239
19,Butte,"2,070","1,837",27,57,26,0,2,121,10,111
20,Butte,"3,939","3,706",3,139,0,1,23,67,0,67
21,Butte,"3,078","2,563",2,8,32,0,152,321,0,321
22,Butte,"4,331","4,000",2,17,56,21,2,233,24,209
23,Butte,"3,741","3,251",4,45,13,0,96,332,170,162
24.01,Butte,"1,115",910,0,77,24,0,0,104,0,104
24.02,Butte,"3,077","2,668",10,65,28,11,20,275,12,263
25,Butte,"5,896","3,477",305,132,"1,119",9,394,460,83,377
26.01,Butte,"2,439","2,028",23,7,29,0,51,301,22,279
26.02,Butte,"3,961","3,511",32,63,54,13,16,272,68,204
27,Butte,"5,880","5,158",19,48,91,0,140,424,21,403
28,Butte,"3,978","2,959",399,26,228,12,72,282,47,235
29,Butte,"2,940","1,846",62,4,703,23,62,240,39,201
30.01,Butte,"2,467","1,153",149,132,487,0,118,428,202,226
30.02,Butte,"2,766","1,699",44,196,225,21,182,399,61,338
31,Butte,"4,719","3,699",4,92,468,16,35,405,304,101
32,Butte,"3,989","2,866",25,199,68,0,493,338,14,324
33,Butte,"4,184","2,968",164,220,192,47,191,402,89,313
34,Butte,"3,585","2,356",2,24,18,0,"1,043",142,0,142
35.01,Butte,"4,356","3,703",25,3,67,0,358,200,0,200
35.02,Butte,"4,193","3,056",7,27,3,7,"1,010",83,83,0
36,Butte,"4,218","3,302",0,92,55,0,216,553,161,392
37,Butte,"4,833","3,093",49,66,"1,060",0,127,438,182,256
1.21,Calaveras,"4,500","3,847",0,80,24,0,329,220,22,198
1.22,Calaveras,"3,216","2,930",34,58,0,5,35,154,7,147
1.23,Calaveras,"2,680","2,072",150,0,84,0,45,329,256,73
1.24,Calaveras,"2,019","1,907",0,0,0,0,49,63,0,63
2.2,Calaveras,"6,471","5,460",5,86,325,0,215,380,158,222
2.21,Calaveras,"6,592","6,031",0,25,27,0,12,497,266,231
2.22,Calaveras,"4,528","3,827",65,13,93,0,6,524,88,436
3.01,Calaveras,"4,941","4,193",150,65,118,0,111,304,0,304
3.02,Calaveras,"3,131","2,850",37,22,9,0,29,184,8,176
4,Calaveras,"3,205","2,739",2,130,102,7,18,207,155,52
5.01,Calaveras,"2,623","2,415",0,0,36,0,131,41,8,33
5.04,Calaveras,509,480,7,0,7,6,0,9,0,9
5.05,Calaveras,993,961,0,0,32,0,0,0,0,0
5.06,Calaveras,420,346,0,39,7,0,28,0,0,0
1,Colusa,"5,537","4,132",51,11,9,0,614,720,415,305
2,Colusa,"4,914","4,102",125,92,64,9,106,416,325,91
3.01,Colusa,"3,600","3,071",0,51,54,22,152,250,207,43
3.02,Colusa,"2,454","1,797",9,70,27,1,210,340,316,24
4,Colusa,"2,352","1,814",50,15,10,0,62,401,345,56
5,Colusa,"2,634","2,096",95,0,37,0,225,181,62,119
3010,Contra Costa,"5,265","3,890",484,0,209,0,426,256,144,112
3020.05,Contra Costa,"7,454","5,059",782,51,263,372,538,389,3,386
3020.06,Contra Costa,"3,783","2,488",139,34,420,0,311,391,125,266
3020.07,Contra Costa,"6,582","3,950",535,132,456,95,993,421,18,403
3020.09,Contra Costa,"6,834","1,755","1,587",0,"1,740",9,"1,067",676,262,414
3020.11,Contra Costa,"3,803","1,680",693,22,385,0,557,466,95,371
3020.12,Contra Costa,"5,072","2,485",654,207,34,179,802,711,408,303
3020.13,Contra Costa,"3,099","2,319",69,21,119,0,226,345,137,208
3020.14,Contra Costa,"7,997","4,239",153,4,"1,066",0,"1,095","1,440",348,"1,092"
3031.04,Contra Costa,"6,386","3,822",701,0,846,0,478,539,66,473
3031.05,Contra Costa,"2,575","1,534",253,0,335,0,311,142,15,127
3031.06,Contra Costa,"7,067","3,957",209,40,543,0,350,"1,968","1,455",513
3031.07,Contra Costa,"7,022","3,574","1,416",162,618,117,727,408,68,340
3032.02,Contra Costa,"8,126","5,956",878,0,320,0,208,764,93,671
3032.04,Contra Costa,"4,762","3,348",138,0,429,62,480,305,92,213
3032.06,Contra Costa,"5,911","3,000",467,0,912,56,"1,147",329,63,266
3032.07,Contra Costa,"7,113","2,068","2,508",25,851,2,500,"1,159",348,811
3032.08,Contra Costa,"4,310","3,339",95,73,134,0,520,149,0,149
3032.09,Contra Costa,"5,953","2,187",642,41,"1,631",24,"1,066",362,101,261
3032.1,Contra Costa,"3,706","3,336",17,0,151,0,46,156,60,96
3032.11,Contra Costa,"4,761","2,767",458,93,333,191,120,799,71,728
3040.01,Contra Costa,"5,340","3,555",546,0,620,0,215,404,53,351
3040.02,Contra Costa,"2,170","1,490",53,38,59,0,248,282,270,12
3040.03,Contra Costa,"3,429","2,662",176,12,269,0,213,97,78,19
3040.04,Contra Costa,"3,906","3,321",24,0,184,0,180,197,24,173
3040.06,Contra Costa,"3,064","2,495",283,27,65,0,41,153,17,136
3040.07,Contra Costa,"5,706","4,292",405,6,516,48,27,412,0,412
3050,Contra Costa,"6,078","2,614",948,50,608,0,900,958,481,477
3060.02,Contra Costa,"4,594","2,827",197,7,384,0,743,436,436,0
3060.03,Contra Costa,"5,073","2,298",501,102,439,0,"1,130",603,141,462
3060.04,Contra Costa,"3,359","1,578",816,6,57,0,616,286,90,196
3071.01,Contra Costa,"4,485","2,705",465,41,139,0,644,491,242,249
3071.02,Contra Costa,"5,850","2,039",907,79,238,0,"1,666",921,297,624
3072.01,Contra Costa,"4,234","1,605",350,0,103,0,"1,833",343,46,297
3072.02,Contra Costa,"4,443",911,"1,534",18,117,308,"1,080",475,176,299
3072.04,Contra Costa,"4,306","1,944",878,31,516,0,625,312,52,260
3072.05,Contra Costa,"8,047","3,458","1,968",12,559,14,787,"1,249",359,890
3080.01,Contra Costa,"7,951","3,816",800,40,476,73,"1,061","1,685","1,519",166
3080.02,Contra Costa,"3,992","1,609",615,0,928,0,463,377,162,215
3090,Contra Costa,"3,541","1,356",892,0,293,33,621,346,172,174
3100,Contra Costa,"6,096","1,989","1,108",86,339,69,"1,562",943,609,334
3110,Contra Costa,"5,142","1,353",893,60,676,0,"1,238",922,617,305
3120,Contra Costa,"2,398",603,407,50,194,12,621,511,70,441
3131.02,Contra Costa,"4,367",973,"1,093",67,936,60,573,665,333,332
3131.04,Contra Costa,"2,740","1,093",170,59,571,0,488,359,87,272
3131.05,Contra Costa,"4,701","2,409",794,11,533,0,548,406,98,308
3131.06,Contra Costa,"6,689","3,141",782,30,"1,147",69,497,"1,023",440,583
3131.07,Contra Costa,"2,656","1,521",209,0,352,0,345,229,35,194
3132.03,Contra Costa,"3,366","1,158",359,16,389,0,"1,145",299,156,143
3132.04,Contra Costa,"5,616","2,315",754,40,954,0,"1,125",428,165,263
3132.05,Contra Costa,"1,839",542,151,50,233,0,487,376,275,101
3132.06,Contra Costa,"6,271","2,027",655,47,705,140,"2,275",422,225,197
3141.02,Contra Costa,"6,631","1,961",626,152,"1,089",17,"2,268",518,87,431
3141.03,Contra Costa,"5,167","1,494",683,7,717,0,"1,852",414,243,171
3141.05,Contra Costa,"4,921","1,332",851,81,413,0,"1,938",306,185,121
3141.06,Contra Costa,"4,691","1,223",453,15,387,0,"1,914",699,155,544
3142,Contra Costa,"7,565","2,583",107,33,363,0,"3,251","1,228",728,500
3150,Contra Costa,"3,570","1,547",620,0,404,79,268,652,481,171
3160,Contra Costa,"1,084",615,198,0,11,0,132,128,30,98
3170,Contra Costa,"2,031","1,607",86,25,108,0,18,187,25,162
3180,Contra Costa,"3,629","2,684",171,0,367,0,160,247,32,215
3190.01,Contra Costa,"4,433","3,003",126,0,197,0,308,799,226,573
3190.02,Contra Costa,"3,847","3,000",77,138,93,0,231,308,101,207
3200.01,Contra Costa,"2,999","2,080",16,0,212,98,409,184,17,167
3200.03,Contra Costa,"2,982","2,124",21,0,328,0,17,492,191,301
3200.04,Contra Costa,"6,580","4,303",229,0,"1,104",0,187,757,288,469
3211.01,Contra Costa,"7,100","4,672",209,27,697,0,462,"1,033",496,537
3211.02,Contra Costa,"6,548","5,060",216,15,745,0,166,346,0,346
3211.03,Contra Costa,"4,728","3,607",118,53,504,0,107,339,10,329
3212,Contra Costa,"5,577","2,928",173,27,"1,780",22,282,365,96,269
3220,Contra Costa,"6,746","4,702",39,14,954,134,83,820,213,607
3230,Contra Costa,"4,470","3,190",100,0,530,0,286,364,114,250
3240.02,Contra Costa,"4,922","3,021",417,0,781,1,285,417,72,345
3240.03,Contra Costa,"3,029","2,214",221,0,471,10,30,83,0,83
3240.04,Contra Costa,"2,468","1,570",76,0,600,0,50,172,53,119
3250,Contra Costa,"6,619","4,755",393,0,464,0,432,575,113,462
3260,Contra Costa,"3,663","2,909",3,0,359,29,49,314,38,276
3270.01,Contra Costa,"3,445","1,948",358,35,142,0,758,204,28,176
3270.02,Contra Costa,"3,664","2,295",62,54,416,37,348,452,87,365
3280,Contra Costa,"2,275","1,301",68,13,483,0,237,173,68,105
3290,Contra Costa,"6,497","3,388",403,0,657,0,744,"1,305",23,"1,282"
3300,Contra Costa,"5,679","3,492",60,1,701,19,713,693,303,390
3310,Contra Costa,"7,229","4,489",387,55,767,0,531,"1,000",544,456
3320,Contra Costa,"8,888","5,489",112,11,"1,022",0,"1,136","1,118",128,990
3331.01,Contra Costa,"4,207","2,905",0,29,742,32,237,262,120,142
3331.02,Contra Costa,"4,314","2,879",215,4,838,1,88,289,44,245
3332,Contra Costa,"6,108","4,142",75,0,490,0,499,902,695,207
3340.01,Contra Costa,"4,128","2,595",46,31,"1,017",0,153,286,38,248
3340.06,Contra Costa,"4,521","2,890",247,10,664,0,143,567,335,232
3340.07,Contra Costa,"3,717","2,539",192,22,311,0,96,557,160,397
3340.08,Contra Costa,"4,167","2,743",612,0,605,0,132,75,0,75
3342,Contra Costa,"7,508","5,697",307,0,797,19,24,664,364,300
3350,Contra Costa,"3,544","1,949",66,0,598,0,440,491,135,356
3361.01,Contra Costa,"4,996","1,645",328,56,337,655,"1,700",275,180,95
3361.03,Contra Costa,"4,779","1,524",276,0,638,0,"1,662",679,505,174
3361.04,Contra Costa,"3,122","1,112",288,20,324,0,"1,225",153,0,153
3362.01,Contra Costa,"3,867","1,919",189,13,639,0,794,313,0,313
3362.02,Contra Costa,"6,222","2,089",101,34,743,0,"2,997",258,111,147
3371,Contra Costa,"3,237","1,625",136,67,615,0,321,473,151,322
3372.01,Contra Costa,"2,887","1,843",101,11,387,0,291,254,16,238
3372.02,Contra Costa,"5,312","3,467",157,0,425,0,794,469,74,395
3373,Contra Costa,"6,006","4,220",141,45,959,0,55,586,175,411
3381.01,Contra Costa,"5,908","2,861",105,4,887,1,"1,777",273,147,126
3381.02,Contra Costa,"3,457","2,719",53,15,381,13,46,230,61,169
3382.01,Contra Costa,"4,095","3,021",205,0,624,0,24,221,54,167
3382.03,Contra Costa,"5,675","2,991",97,9,"1,974",0,171,433,111,322
3382.04,Contra Costa,"7,110","4,404",315,0,"1,416",68,67,840,285,555
3383.01,Contra Costa,"2,853","2,231",11,0,385,1,42,183,24,159
3383.02,Contra Costa,"5,645","3,345",179,24,"1,290",0,237,570,204,366
3390.01,Contra Costa,"3,812","2,578",238,17,426,16,245,292,85,207
3390.03,Contra Costa,"3,802","2,771",45,10,454,0,69,453,84,369
3390.04,Contra Costa,"3,263","2,162",16,11,635,0,379,60,0,60
3400.01,Contra Costa,"6,205","3,924",247,50,"1,458",95,45,386,41,345
3400.03,Contra Costa,"3,603","2,291",4,21,973,17,91,206,49,157
3400.04,Contra Costa,"4,087","3,347",0,11,293,0,18,418,0,418
3410,Contra Costa,"5,056","3,629",58,53,840,0,95,381,33,348
3430.01,Contra Costa,"5,585","4,271",17,1,387,27,110,772,468,304
3430.02,Contra Costa,"4,236","2,594",97,0,"1,051",0,50,444,154,290
3430.03,Contra Costa,"3,605","2,836",0,13,429,33,100,194,20,174
3451.01,Contra Costa,"6,556","3,005",202,54,"2,681",0,83,531,64,467
3451.02,Contra Costa,"4,105","2,413",111,8,"1,103",0,25,445,289,156
3451.03,Contra Costa,"5,363","3,317",264,10,"1,254",0,120,398,121,277
3451.05,Contra Costa,"6,436","5,302",33,5,660,19,79,338,0,338
3451.11,Contra Costa,"5,684","1,860",117,8,"2,926",0,110,663,159,504
3451.12,Contra Costa,"6,478","3,562",0,0,"2,579",0,97,240,41,199
3451.13,Contra Costa,"4,993","2,789",95,0,"1,460",10,99,540,193,347
3451.14,Contra Costa,"6,589","5,427",216,0,570,0,191,185,25,160
3451.15,Contra Costa,"6,628","3,417",13,25,"2,800",0,98,275,76,199
3451.16,Contra Costa,"2,863","1,801",73,7,786,0,142,54,7,47
3451.17,Contra Costa,"4,455","2,485",60,11,"1,279",0,61,559,157,402
3451.18,Contra Costa,"3,464","1,744",147,0,"1,172",0,54,347,123,224
3452.03,Contra Costa,"7,173","6,335",118,1,424,0,80,215,0,215
3452.04,Contra Costa,"3,299","2,873",0,0,239,0,0,187,49,138
3452.05,Contra Costa,"5,178","2,813",16,0,"1,781",0,198,370,109,261
3452.06,Contra Costa,"3,561","2,360",124,24,450,99,40,464,86,378
3461.01,Contra Costa,"3,256","2,207",199,0,739,0,15,96,7,89
3461.02,Contra Costa,"5,415","4,483",4,0,678,1,87,162,2,160
3462.03,Contra Costa,"4,169","3,750",50,0,264,0,16,89,0,89
3462.04,Contra Costa,"8,146","6,220",223,19,"1,457",0,0,227,0,227
3462.05,Contra Costa,"3,685","3,411",0,0,180,0,0,94,0,94
3462.06,Contra Costa,"3,227","2,552",29,0,465,0,20,161,29,132
3470,Contra Costa,"6,351","5,543",0,45,219,0,0,544,147,397
3480,Contra Costa,"5,018","4,013",40,3,531,0,14,417,209,208
3490,Contra Costa,"5,293","4,190",56,24,648,0,0,375,116,259
3500,Contra Costa,"6,290","4,564",42,16,957,50,144,517,54,463
3511.01,Contra Costa,"2,711","2,414",0,0,281,0,0,16,0,16
3511.03,Contra Costa,"1,973","1,714",0,0,241,0,18,0,0,0
3511.04,Contra Costa,"1,762","1,597",0,17,114,0,0,34,34,0
3511.05,Contra Costa,"1,944","1,737",21,0,165,0,0,21,0,21
3512,Contra Costa,"5,846","4,832",11,0,444,0,106,453,55,398
3521.01,Contra Costa,"3,624","2,447",53,5,623,80,47,369,58,311
3521.02,Contra Costa,"5,203","3,586",38,0,"1,083",62,101,333,71,262
3522.01,Contra Costa,"6,452","4,522",34,0,"1,459",0,79,358,52,306
3522.02,Contra Costa,"2,750","1,957",0,1,454,12,29,297,25,272
3530.01,Contra Costa,"4,132","2,616",45,0,834,0,10,627,5,622
3530.02,Contra Costa,"4,259","3,210",103,0,661,0,21,264,102,162
3540.01,Contra Costa,"2,263","1,668",0,0,429,14,14,138,0,138
3540.02,Contra Costa,"7,143","5,816",61,0,638,0,83,545,6,539
3551.07,Contra Costa,"5,537","2,513",903,27,590,0,898,606,294,312
3551.09,Contra Costa,"7,653","3,329","2,256",0,837,38,855,338,52,286
3551.1,Contra Costa,"4,255","1,197","1,220",0,975,0,405,458,140,318
3551.11,Contra Costa,"6,354","3,033","1,085",118,635,11,697,775,365,410
3551.12,Contra Costa,"5,656","3,918",79,2,978,0,187,492,302,190
3551.13,Contra Costa,"5,307","3,044",467,0,"1,390",32,0,374,31,343
3551.15,Contra Costa,"9,033","2,040",930,0,"5,538",0,147,378,109,269
3551.18,Contra Costa,"4,041","1,015",877,0,"1,121",0,642,386,0,386
3551.19,Contra Costa,"4,378","1,421","1,202",9,883,161,276,426,107,319
3551.2,Contra Costa,"4,166","1,145","1,441",0,538,0,561,481,140,341
3551.21,Contra Costa,"6,594","2,064",0,0,"4,231",0,0,299,75,224
3551.22,Contra Costa,"5,539","2,243",205,0,"2,550",0,195,346,15,331
3551.23,Contra Costa,"3,386",319,69,6,"2,504",208,12,268,13,255
3551.24,Contra Costa,"4,859",593,14,10,"4,015",0,5,222,12,210
3551.25,Contra Costa,"4,026",733,11,42,"3,017",0,75,148,0,148
3551.26,Contra Costa,"5,338","1,363",175,0,"3,432",60,71,237,95,142
3552.01,Contra Costa,"8,094","1,572",516,13,"4,534",0,"1,030",429,169,260
3552.02,Contra Costa,"2,872",709,644,0,"1,371",0,26,122,0,122
3553.02,Contra Costa,"3,457","2,258",9,11,901,44,3,231,15,216
3553.06,Contra Costa,"4,743","3,951",58,0,194,0,58,482,110,372
3553.07,Contra Costa,"5,013","3,078",92,0,"1,096",0,76,671,0,671
3553.08,Contra Costa,"3,836","3,121",162,0,264,0,57,232,122,110
3553.09,Contra Costa,"5,392","4,113",17,23,586,0,24,629,409,220
3553.1,Contra Costa,"2,938","1,814",87,0,427,3,84,523,137,386
3560.01,Contra Costa,"4,122","1,431",476,0,820,17,687,691,289,402
3560.02,Contra Costa,"5,778","2,701",742,12,"1,522",0,262,539,36,503
3570,Contra Costa,"3,320","2,618",166,11,90,0,218,217,120,97
3580,Contra Costa,"6,127","2,584","1,247",0,"1,049",164,346,737,130,607
3591.02,Contra Costa,"5,046","1,854",883,14,"1,164",0,494,637,167,470
3591.03,Contra Costa,"5,444","2,020",709,0,"1,849",1,344,521,69,452
3591.04,Contra Costa,"2,673",682,840,15,770,0,41,325,50,275
3591.05,Contra Costa,"4,877",889,"1,156",0,"2,411",0,105,316,65,251
3592.02,Contra Costa,"6,926","3,384",388,26,"1,363",19,"1,081",665,291,374
3592.03,Contra Costa,"6,826","2,706","1,131",0,"2,513",0,259,217,25,192
3592.04,Contra Costa,"4,890","1,209",890,0,"2,136",153,218,284,123,161
3601.01,Contra Costa,"3,909","1,876",223,61,"1,074",0,232,443,121,322
3601.02,Contra Costa,"4,601","2,604",379,26,858,0,182,552,267,285
3602,Contra Costa,"5,206","2,337",472,90,"1,117",17,363,810,565,245
3610,Contra Costa,"4,861","2,013",569,4,"1,054",139,698,384,93,291
3620,Contra Costa,"2,812","1,695",310,0,411,0,165,231,71,160
3630,Contra Costa,"7,445","3,478","1,635",21,"1,584",0,287,440,43,397
3640.02,Contra Costa,"5,479","1,802",919,58,"1,351",0,931,418,192,226
3650.02,Contra Costa,"5,422","1,247","1,139",15,366,88,"1,957",610,340,270
3650.03,Contra Costa,"5,282","1,901","1,568",25,898,36,523,331,220,111
3660.01,Contra Costa,"4,645","1,182",393,36,904,0,"1,912",218,0,218
3660.02,Contra Costa,"6,565","1,515",662,13,753,36,"2,737",849,279,570
3671,Contra Costa,"5,520","1,149","1,743",153,"1,179",193,655,448,8,440
3672,Contra Costa,"6,102","1,699",896,0,"1,518",174,"1,537",278,132,146
3680.01,Contra Costa,"4,636","1,782",228,48,246,0,"2,170",162,25,137
3680.02,Contra Costa,"3,979","1,111",390,124,226,11,"1,901",216,117,99
3690.01,Contra Costa,"7,241","2,351",850,0,"2,145",2,"1,633",260,134,126
3690.02,Contra Costa,"2,808","1,512",341,0,330,0,408,217,44,173
3700,Contra Costa,"2,728","1,537",291,10,523,0,165,202,6,196
3710,Contra Costa,"5,927","2,855",571,6,"1,032",0,942,521,97,424
3720,Contra Costa,"7,551","2,422",428,132,"1,633",17,"2,309",610,192,418
3730,Contra Costa,"4,507","1,150",402,41,402,0,"1,984",528,209,319
3740,Contra Costa,"4,791","2,175",712,0,437,0,"1,275",192,36,156
3750,Contra Costa,"4,874","1,689",689,20,306,0,"1,137","1,033",846,187
3760,Contra Costa,"6,354","1,076",740,31,525,0,"3,549",433,308,125
3770,Contra Costa,"7,407","2,727","1,167",74,586,5,"2,491",357,265,92
3780,Contra Costa,"3,412","2,572",188,0,311,0,119,222,65,157
3790,Contra Costa,"7,128","1,565","1,436",29,102,0,"2,724","1,272",857,415
3800.01,Contra Costa,"2,699","1,299",456,12,637,0,181,114,7,107
3800.02,Contra Costa,"3,325",908,875,0,271,58,600,613,187,426
3810,Contra Costa,"6,848","2,223","2,150",108,422,15,"1,471",459,159,300
3820,Contra Costa,"7,736","2,210","2,638",0,989,94,"1,433",372,10,362
3830,Contra Costa,"5,130","2,894",249,0,"1,166",0,352,469,150,319
3840,Contra Costa,"3,823","2,681",219,9,496,9,92,317,62,255
3851,Contra Costa,"3,026","1,826",155,0,688,0,38,319,2,317
3852,Contra Costa,"1,273",641,185,4,338,0,44,61,16,45
3860,Contra Costa,"3,669","1,350",246,74,"1,462",44,113,380,134,246
3870,Contra Costa,"2,863","1,196",102,10,975,0,67,513,178,335
3880,Contra Costa,"2,600","1,327",52,16,740,0,42,423,135,288
3891,Contra Costa,"2,394",909,184,0,881,92,75,253,73,180
3892,Contra Costa,"1,891",586,56,60,948,13,185,43,0,43
3901,Contra Costa,"2,349","1,578",79,0,405,2,34,251,108,143
3902,Contra Costa,"1,764","1,235",8,0,400,0,7,114,28,86
3910,Contra Costa,"2,555","1,894",44,0,201,2,11,403,46,357
3920,Contra Costa,"2,513","1,963",53,20,304,0,8,165,0,165
3922.01,Contra Costa,"5,055","1,958","1,158",0,"1,702",0,56,181,14,167
3922.02,Contra Costa,"5,244","2,467",456,12,417,0,977,915,720,195
3923,Contra Costa,"3,628",335,533,0,"2,512",0,212,36,11,25
9800,Contra Costa,632,275,131,0,20,14,109,83,20,63
9900,Contra Costa,0,0,0,0,0,0,0,0,0,0
1.01,Del Norte,"4,081","2,647",63,369,224,0,484,294,107,187
1.02,Del Norte,"3,578","2,264",55,304,46,0,537,372,148,224
1.04,Del Norte,"2,509","1,744",0,54,108,0,64,539,135,404
1.06,Del Norte,"3,781","2,926",26,98,38,0,497,196,185,11
1.07,Del Norte,"3,011","2,486",42,0,204,0,7,272,0,272
2.01,Del Norte,"6,123","4,547",484,610,151,50,142,139,47,92
2.02,Del Norte,"3,486","2,751",60,166,108,0,123,278,26,252
2.03,Del Norte,"1,123",637,17,342,1,0,56,70,5,65
9900,Del Norte,0,0,0,0,0,0,0,0,0,0
302.01,El Dorado,"2,979","2,500",13,32,115,0,112,207,106,101
302.02,El Dorado,"2,226","1,718",0,0,147,0,328,33,0,33
303.01,El Dorado,"3,017","2,371",53,9,64,0,441,79,24,55
303.02,El Dorado,"2,684","2,466",36,16,63,0,2,101,17,84
304.02,El Dorado,"4,319","3,306",55,0,183,38,399,338,26,312
304.03,El Dorado,"1,369","1,285",0,0,84,0,0,0,0,0
304.04,El Dorado,"2,244","1,887",21,0,60,0,78,198,43,155
305.02,El Dorado,"2,696","2,469",18,0,29,0,8,172,48,124
305.04,El Dorado,"2,674","2,431",1,7,74,0,3,158,0,158
305.06,El Dorado,969,937,0,0,0,0,0,32,0,32
305.07,El Dorado,"1,432","1,346",9,0,0,0,0,77,0,77
306.01,El Dorado,"5,020","4,702",7,0,12,0,18,281,5,276
306.03,El Dorado,"3,998","3,639",48,6,190,0,8,107,13,94
306.04,El Dorado,886,764,0,120,0,0,0,2,0,2
306.05,El Dorado,"2,181","2,116",0,25,25,0,0,15,0,15
306.06,El Dorado,"4,681","4,345",28,32,8,0,190,78,22,56
307.01,El Dorado,"5,781","5,021",0,57,408,0,120,175,34,141
307.06,El Dorado,"5,895","4,433",132,0,464,0,251,615,166,449
307.09,El Dorado,"4,894","4,186",31,14,399,0,41,223,53,170
307.1,El Dorado,"5,628","4,447",74,0,603,0,16,488,50,438
307.11,El Dorado,"6,321","4,939",185,0,675,0,277,245,27,218
307.12,El Dorado,"4,453","2,973",164,17,679,233,57,330,0,330
